parent_asin,title,average_rating,rating_number,features,description,store,price,images
B0B2L218H2,"PINROSE Perfumes Bold Soul - Eau de Parfum Petals (Fragrance Towelettes) - Vegan, Cruelty-free, and Hypoallergenic Scent with Essential Oils - Notes of Crushed Blackberry, Tuberose, Vanilla, Cinnamon and Patchouli",4.0,251,"WHAT'S A PETAL? A petal is an innovative way to apply or refresh PINROSE perfumes, anytime, anywhere; each one contains the perfect dose of fragrance on a convenient, ultra-portable towelette.|BOLD SOUL: This warm floral is a diva, a dynamo, your liquid get-up-and-go, the scent equivalent of a peacock with colors ablaze.|CLEAN BEAUTY: All PINROSE products are HYPOALLERGENIC, VEGAN + paraben, phthalate and CRUELTY FREE. We never test on animals or use animal ingredients.|THE FULL COLLECTION: Visit our Amazon store to discover the many ways you can enjoy the PINROSE scent made just for you.|PERFUMES WITH PERSONALITY: Every PINROSE scent was designed with a clear vision of the sensory impact it should make. Within every PINROSE fragrance is a world of textures, tastes, music, art and energy that invite you to SMELL LIFE IN COLOR.",,PINROSE,10.0,https://m.media-amazon.com/images/I/319jfzor2KL.jpg|https://m.media-amazon.com/images/I/31DTtSh5tlL.jpg|https://m.media-amazon.com/images/I/418GdGq45LL.jpg|https://m.media-amazon.com/images/I/41uWmdV4X3L.jpg
B086VK22QT,20 PCS Zoostliss Nail Polish Remover Clips,4.5,112,,,Zoostliss,,https://m.media-amazon.com/images/I/41rsQ6Xa4sL.jpg|https://m.media-amazon.com/images/I/41EdH14+6RL.jpg|https://m.media-amazon.com/images/I/41oLCJUS2DL.jpg|https://m.media-amazon.com/images/I/41BVk-UMGmL.jpg|https://m.media-amazon.com/images/I/410haLfbI0L.jpg|https://m.media-amazon.com/images/I/41EjEuddfhL.jpg|https://m.media-amazon.com/images/I/31yLJjTpaZL.jpg|https://m.media-amazon.com/images/I/31dwTTtVnLL.jpg|https://m.media-amazon.com/images/I/31he3BoMTcL.jpg
B08FD2KP9R,"35.4 Inch Extra Long Silicone Back Scrubber for Shower, 2021 Updated Lengthen Back Scrubber Brush for Men and Women, Exfoliating Back Washer with Wall Hooks, Easy Clean, Comfortable Massage (Green 27.5in)",3.8,76,,,MAORULU,,https://m.media-amazon.com/images/I/41vWD6FKBZL.jpg|https://m.media-amazon.com/images/I/51Y1uBqkadL.jpg|https://m.media-amazon.com/images/I/51Pj3z3DTrL.jpg|https://m.media-amazon.com/images/I/41NqF9Dc6aL.jpg|https://m.media-amazon.com/images/I/51te+tbZhwL.jpg|https://m.media-amazon.com/images/I/511A9P5ltbL.jpg|https://m.media-amazon.com/images/I/41z91S5U3aL.jpg|https://m.media-amazon.com/images/I/51mUSBbRbnL.jpg|https://m.media-amazon.com/images/I/51ga7QZ6sUL.jpg
B08BFH35VX,SELF/ish Men's Face Scrub | Exfoliating Facial Cleanser | Deep Cleansing | Effective Shave Prep & Beard Exfoliator for Men | Natural Ingredients | 3.4fl oz,4.4,266,,,MELARQT,,https://m.media-amazon.com/images/I/314uwlw9NoL.jpg|https://m.media-amazon.com/images/I/41OT4Hajx6L.jpg|https://m.media-amazon.com/images/I/41quOuA04OL.jpg|https://m.media-amazon.com/images/I/41SwO05nQNL.jpg|https://m.media-amazon.com/images/I/51MKuRcOmVL.jpg|https://m.media-amazon.com/images/I/51O3a7w6UsL.jpg|https://m.media-amazon.com/images/I/51rJuo5SJ-L.jpg|https://m.media-amazon.com/images/I/51BWcWhzxFL.jpg|https://m.media-amazon.com/images/I/5169MDW6kJL.jpg
B0914JBBTV,"Bioré J-Beauty Makeup Removing Moisturizing Cleansing Jelly, Top Japanese Makeup Remover, Gentle Skin Cleanser, Mild Floral Fragrance, Non-Greasy, 7.8 Ounce",4.4,879,"RESIDUE-FREE, CLEANSING MAKE UP REMOVER - Wipe makeup right off with this non-greasy formula and leave no sticky residue behind for a fully clean complexion.|TOP JAPANESE MAKEUP REMOVING BRAND - A product from Japan's #1 makeup removing brand* that dissolves and removes makeup without greasy or sticky residue.|HYDRATING, CONDITIONING JELLY - Formulated with conditioning beauty essence that hydrates your skin and leaves it feeling clean and fresh.|REMOVES MAKEUP - From full face of makeup to fully clean. This jelly works to remove makeup from your face.|CLEANSING JELLY MOISTURIZES SKIN - Easily removes makeup, while moisturizing skin without leaving behind a sticky residue.","Bioré J-Beauty Makeup Removing Moisturizing Cleansing Jelly is a non-greasy makeup remover that removes dirt and impurities from deep below the surface of your skin. This top Japanese makeup remover glides on gently and leaves no sticky residue. Formulated with conditioning beauty essence, this jelly leaves skin feeling moisturized and free of makeup. Satisfaction Guaranteed. Limitations may apply.",Bioré,11.95,https://m.media-amazon.com/images/I/418v-RMRiCL.jpg|https://m.media-amazon.com/images/I/41l-E09VvlL.jpg|https://m.media-amazon.com/images/I/41-YeJZJxwL.jpg
B08DK4NDM3,"Glow Line Individual Hand Wipes - Hand Wipes Travel Size, Lavender Rose Travel Hand Wipes - Moist Towelettes Individually Wrapped, Wet Wipes Individually Wrapped w/Murumuru Seed & Peptides - 15 ct",3.3,27,,,BUSYCO,,https://m.media-amazon.com/images/I/41ab4XNfGyL.jpg|https://m.media-amazon.com/images/I/41JHtDm0V9L.jpg|https://m.media-amazon.com/images/I/41KFtJ7HelL.jpg|https://m.media-amazon.com/images/I/41BzDnzShwL.jpg|https://m.media-amazon.com/images/I/41UIaY5fvSL.jpg|https://m.media-amazon.com/images/I/41jllmbwnYL.jpg|https://m.media-amazon.com/images/I/514SBE5DZXL.jpg|https://m.media-amazon.com/images/I/41ZyP4ESmiL.jpg
B08RQZ3F3L,"Simply Dana Coconut Lip Scrub, Exfoliate and Plump Your Lips, 0.4 oz (12g)",3.9,18,,,Simply Dana,,https://m.media-amazon.com/images/I/41PRib7xtuL.jpg|https://m.media-amazon.com/images/I/51fvn30UMFL.jpg|https://m.media-amazon.com/images/I/51iBMkdqEpL.jpg|https://m.media-amazon.com/images/I/41Q-lVXCPlL.jpg|https://m.media-amazon.com/images/I/510wL3XZZxL.jpg|https://m.media-amazon.com/images/I/415aDBGjtvL.jpg|https://m.media-amazon.com/images/I/41k5dS7llwL.jpg
B08CVCLVS2,"Gel Nail Polish Set, Glitter 6 Colors Gel Polish Kit Popular Nail Art Design Soak Off LED Lamp Nail Polish Gel Manicure Kit Gifts Set for Girls Women Professional DIY Home Use",3.7,45,,,Anzuo,,https://m.media-amazon.com/images/I/51ZVBEbqzwL.jpg|https://m.media-amazon.com/images/I/615U7GaVNYL.jpg|https://m.media-amazon.com/images/I/51xJTMxmq6L.jpg|https://m.media-amazon.com/images/I/416kqBgUlVL.jpg|https://m.media-amazon.com/images/I/51UEgKzztVL.jpg|https://m.media-amazon.com/images/I/41cAVtKz8GL.jpg|https://m.media-amazon.com/images/I/519628a1HSL.jpg
B088LPYXNQ,20pcs Nail Tips Clips for Quick Building Polygel Nail Forms Nail Tips Clip for Finger Nail Extension DIY Manicure Nail Art Tool,4.0,1048,,,tiggell,,https://m.media-amazon.com/images/I/51FNeXfbBbL.jpg|https://m.media-amazon.com/images/I/41obGjiI-ZL.jpg|https://m.media-amazon.com/images/I/41vXAlZheML.jpg|https://m.media-amazon.com/images/I/41c8+r4PYbL.jpg|https://m.media-amazon.com/images/I/41lwXJKCrRL.jpg|https://m.media-amazon.com/images/I/41Xjco9R2TL.jpg|https://m.media-amazon.com/images/I/41KjJK8Zw1L.jpg
B08RRSPNWV,"BeautyStat Cosmetics Universal Moisture Essence, 100% Pure Squalane, Face Oil, Moisturizer, 30ml, 1oz",4.5,99,,,BeautyStat,40.0,https://m.media-amazon.com/images/I/41iMZc68TOL.jpg|https://m.media-amazon.com/images/I/313vY0XTDvL.jpg|https://m.media-amazon.com/images/I/516gZ2JJnLL.jpg|https://m.media-amazon.com/images/I/51vKRHWO3aL.jpg|https://m.media-amazon.com/images/I/41BBeH87CgL.jpg|https://m.media-amazon.com/images/I/51RkkA18OeL.jpg|https://m.media-amazon.com/images/I/41pAfYko2FL.jpg|https://m.media-amazon.com/images/I/41ztGxkRltL.jpg|https://m.media-amazon.com/images/I/51TW3jYArFL.jpg
B08693T3XR,"6 Pack Spray Bottles,Empty Plastic Clear Small Transparent Travel Bottles Pump Bottle Lotion Dispenser Bottle Set,Refillable Liquid Containers 3oz and 2 oz",4.3,166,,,Cehomi,,https://m.media-amazon.com/images/I/41-tfLnDYDL.jpg|https://m.media-amazon.com/images/I/41T0P6iDksS.jpg|https://m.media-amazon.com/images/I/411Ddo38r7S.jpg|https://m.media-amazon.com/images/I/41F6CzvJSES.jpg|https://m.media-amazon.com/images/I/41qrFYi+A4S.jpg|https://m.media-amazon.com/images/I/51LFZ8EvrUL.jpg|https://m.media-amazon.com/images/I/5162Qcv8tcL.jpg
B08DXLRTSB,"Laloirelle Luminous Face Oil - Organic Pomegranate Oil, Cacao Oil Infused W/Brightening White Peony Root, Marigold Flower, Lotus Leaf - Glowing Skin That Feels Hydrated, Plump and Firm - 1.0 fl oz",4.1,15,,,Laloirelle,,https://m.media-amazon.com/images/I/31nNP3gT2yL.jpg|https://m.media-amazon.com/images/I/41Mow+wjDtL.jpg|https://m.media-amazon.com/images/I/61PlhHJlCbL.jpg|https://m.media-amazon.com/images/I/41vU1C0E8tL.jpg|https://m.media-amazon.com/images/I/51--bbcZClL.jpg
B08DHZW3LK,Glitter Poly Nail Gel Extensions Builder Gel UV/LED Soak Off Acrylic Fashion Gel Polish Set for Nails Beginner DIY Nail Art at Home 8 colors-15g (Pink series),4.2,69,,,MIZHSE,,https://m.media-amazon.com/images/I/51F8IBHbRYL.jpg|https://m.media-amazon.com/images/I/51Gsh+Sy+bL.jpg|https://m.media-amazon.com/images/I/51I1GNGMp7L.jpg|https://m.media-amazon.com/images/I/51KCNOXIgTL.jpg|https://m.media-amazon.com/images/I/51ed-7ia7JL.jpg|https://m.media-amazon.com/images/I/51abWDXBlyL.jpg|https://m.media-amazon.com/images/I/51Bw1y05PcL.jpg
B081D2R47W,"Qiray Hair Ties For Women Coil Hair Ties,Large Lace Phnom Penh,5 Colors 10 Pieces.",4.3,62,,,Qiray,,https://m.media-amazon.com/images/I/41bym1x3V8L.jpg|https://m.media-amazon.com/images/I/510K6zRzXCL.jpg|https://m.media-amazon.com/images/I/41NsCIx82rL.jpg|https://m.media-amazon.com/images/I/41Ffg0ijIHL.jpg|https://m.media-amazon.com/images/I/41ISa8EJqvL.jpg|https://m.media-amazon.com/images/I/31SWkiDjCbL.jpg
B08H4SYXR4,"Caudalie Vinosource SOS Intense Hydration Set: Hydrating Trio for Sensitive Skin including a Daily Foam Cleanser, Hydrating Serum, Facial Moisturizer",4.7,62,,,,,https://m.media-amazon.com/images/I/41fQsbpTerL.jpg|https://m.media-amazon.com/images/I/51zdsQQ2kTL.jpg
B07SY7WPS4,"SOFTACULOUS Foot Peeling Mask Booties – 2 Pairs, Baby Soft Skin in 7 Days",4.4,39,,,SuiteMade,,https://m.media-amazon.com/images/I/51la4K4tYSL.jpg|https://m.media-amazon.com/images/I/51xtPPrbgEL.jpg|https://m.media-amazon.com/images/I/51+399LE-tL.jpg|https://m.media-amazon.com/images/I/51c5L77rxmL.jpg|https://m.media-amazon.com/images/I/51Lz6M7o4bL.jpg|https://m.media-amazon.com/images/I/51mznq6h8HL.jpg|https://m.media-amazon.com/images/I/31vbMf2md-L.jpg|https://m.media-amazon.com/images/I/41wGOnRawmL.jpg
B08N6YHQXT,"Heyedrate Activated Charcoal Soap Bar and Face Wash | Organic, Vegan, Natural Soap made with Dead Sea Mud and Our Essential Oil Blend (1 Pack (5 Ounces))",4.4,87,,,Eye Love,,https://m.media-amazon.com/images/I/41+lv2zeePL.jpg|https://m.media-amazon.com/images/I/41WcCEMTSoL.jpg|https://m.media-amazon.com/images/I/410yPj+aRwL.jpg|https://m.media-amazon.com/images/I/51sqG2566FL.jpg|https://m.media-amazon.com/images/I/51AJ3FgtGcL.jpg|https://m.media-amazon.com/images/I/41j88qVIe2L.jpg|https://m.media-amazon.com/images/I/51GaoxCspnL.jpg|https://m.media-amazon.com/images/I/51vhrIoDy4L.jpg
B08QHP717Z,Nxconsu 12Pcs Headbands for Women Girls Teens Elastic Hair Bands Silky Solid Colors Pleated Crinkle Head Band Fashion Trendy Outfit Colorful Thin Comfortable Hair Accessories for Home Work Gym Casual,4.6,31,,,Nxconsu,,https://m.media-amazon.com/images/I/41YOfosBmTL.jpg|https://m.media-amazon.com/images/I/51NU1ZpvzeL.jpg|https://m.media-amazon.com/images/I/510p0s4OgOL.jpg|https://m.media-amazon.com/images/I/41KKcaz9QGL.jpg|https://m.media-amazon.com/images/I/41vhk2pVY4L.jpg|https://m.media-amazon.com/images/I/41EQlMCHeHL.jpg|https://m.media-amazon.com/images/I/31I5wnVnR2L.jpg
B0842BXM5M,"The Henna Guys Hair Finishing Stick, Frizz Control Hair products, Broken Baby Hair Gel - Hair Wax Stick for Flyaway Hair - Faster & Quickest Solution for Neat Hair Styles (1 Pack)",3.8,55,,,The Henna Guys,,https://m.media-amazon.com/images/I/51XCk-W0leL.jpg|https://m.media-amazon.com/images/I/51P9QCasuKL.jpg|https://m.media-amazon.com/images/I/51XCk-W0leL.jpg
B08L4HTQ3R,Huxley Secret of Sahara Clay Mask Balanced Blend 4.23 fl. oz. | Korean Clay Mask to Refine Pores and Absorb Excess Oil and Sebum | Made with Moroccan Rhassoul Clay,4.6,30,,,Huxley,34.95,https://m.media-amazon.com/images/I/213q+zp7XoL.jpg|https://m.media-amazon.com/images/I/51pM+ulBx8L.jpg|https://m.media-amazon.com/images/I/41qgxX6JNVL.jpg|https://m.media-amazon.com/images/I/41toY1ScDuL.jpg|https://m.media-amazon.com/images/I/21JzxmCaRqL.jpg|https://m.media-amazon.com/images/I/21Gi38Xj67L.jpg|https://m.media-amazon.com/images/I/21QXo-7juiL.jpg
B08S1LWF9V,BeautyStat Mini Universal Essentials Skin Care Kit - 3 in 1: Universal C Skin Refiner + Universal Pro Bio Moisture Boost Cream + Universal Moisture Essence | Created by a Veteran Cosmetic Chemist,4.1,580,,,BeautyStat,,https://m.media-amazon.com/images/I/41q+-Em3rbL.jpg|https://m.media-amazon.com/images/I/51APvtB-GxL.jpg|https://m.media-amazon.com/images/I/51nJPuEjwbL.jpg|https://m.media-amazon.com/images/I/51J82pcKsaL.jpg|https://m.media-amazon.com/images/I/41pahsQDxGL.jpg|https://m.media-amazon.com/images/I/51-CzYUEErL.jpg|https://m.media-amazon.com/images/I/51wwfPl1jML.jpg|https://m.media-amazon.com/images/I/51WAnGvbm4L.jpg|https://m.media-amazon.com/images/I/51TW3jYArFL.jpg
B096YHL82K,"Gryph & IvyRose Coat of Arms Hydrating Lotion for Kids - Hydrating Moisturizer with Shea Butter & Coconut Oil - All Natural, Sustainable, Cruelty Free, No Parabens, No Sulfates, Vegan - USA Made - 8oz",4.4,31,"DEEPLY HYDRATING: This gentle and soothing shea moisture for kids easily absorbs to add hydration and protect the skin's natural biome, leaving the skin silky smooth.|NO SYNTHETIC FRAGRANCE: Our kids body lotion contains no parabens, no sulfates, and no phthalates.|100% VEGAN & CRUELTY FREE: Made from all natural, kid safe ingredients, including shea butter, mango seed butter, and coconut oil.|HOW TO USE: Apply to damp skin after shower or bath. Suitable for the whole body. For best results, use after our Gryph & IvyRose kids body wash.|EARTH FRIENDLY: We make sure our products are good for you--and for the Earth! Our bottles are made from 100% recycled plastic and all our ingredients are sustainably sourced.",,Gryph & IvyRose,9.98,https://m.media-amazon.com/images/I/31cx-SLvjIL.jpg|https://m.media-amazon.com/images/I/31oap5c-+rL.jpg|https://m.media-amazon.com/images/I/51-ypE3iUXL.jpg|https://m.media-amazon.com/images/I/51wmwx4OKzL.jpg|https://m.media-amazon.com/images/I/419g5W2VO+L.jpg|https://m.media-amazon.com/images/I/51Z1QGpkQRL.jpg|https://m.media-amazon.com/images/I/31vqVDlC2nL.jpg|https://m.media-amazon.com/images/I/413DjpM8PaL.jpg|https://m.media-amazon.com/images/I/31N6RTD9kcL.jpg
B087G54FLM,"Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Complete Nail Art Gel Kits for DIY Manicure, Pink Nude Series",3.9,715,,,AIFAIFA,,https://m.media-amazon.com/images/I/51Q+TEqcHZL.jpg|https://m.media-amazon.com/images/I/51OZ4YRnZAL.jpg|https://m.media-amazon.com/images/I/51vsLIzIMVL.jpg|https://m.media-amazon.com/images/I/410vzhSR8qL.jpg|https://m.media-amazon.com/images/I/51qbpawidVL.jpg|https://m.media-amazon.com/images/I/41WJfoA8uEL.jpg|https://m.media-amazon.com/images/I/41LwZQMIwiL.jpg
B085SY4WC3,Pine Gel Nail Polish Set Chameleon Shimmering Color and Black 7.5 ml LED UV Cured Soak Off Nail Gel for Nail Art Manicure,4.0,58,,,pine,,https://m.media-amazon.com/images/I/510Z+cspVyL.jpg|https://m.media-amazon.com/images/I/51AaSqmd+BL.jpg|https://m.media-amazon.com/images/I/51O9j1Uj-LL.jpg|https://m.media-amazon.com/images/I/51VonSqnCPL.jpg|https://m.media-amazon.com/images/I/51yeFOhwvrL.jpg|https://m.media-amazon.com/images/I/51aEcMYJbsL.jpg|https://m.media-amazon.com/images/I/41yEfOGniaL.jpg|https://m.media-amazon.com/images/I/41m9ST0BLtL.jpg|https://m.media-amazon.com/images/I/51N383C+luL.jpg
B07SV4HTMC,"Cancun Collection Cacao Body Bronzer – Superfood Infused Sunless Tanning Lotion with Cacao 5.1 fl.oz, For Instant Tan in 1 minute.",3.8,39,,,Cancun Collection,,https://m.media-amazon.com/images/I/31vkVcpsCEL.jpg|https://m.media-amazon.com/images/I/41zIZBwxrLL.jpg|https://m.media-amazon.com/images/I/511FSp8V0QL.jpg|https://m.media-amazon.com/images/I/51m1BFKU3yL.jpg|https://m.media-amazon.com/images/I/51CBiFfd+jL.jpg|https://m.media-amazon.com/images/I/51JGYuLl0FL.jpg
B082VKPJV5,Workman's Friend Ultimate Hand Care Bundle,4.5,41,,,WORKMAN'S FRIEND,,https://m.media-amazon.com/images/I/51AsZiWjQYL.jpg|https://m.media-amazon.com/images/I/41X7ozf1vwL.jpg|https://m.media-amazon.com/images/I/41YOP2FCCRL.jpg|https://m.media-amazon.com/images/I/51W-js7sIhL.jpg|https://m.media-amazon.com/images/I/511iehQCz3L.jpg
B08CVTNQP1,"Disney Frozen - Townley Girl Mega Nail Set with Nail Dryer Foldable Gift Set for Parties, Sleepovers and Makeovers",4.4,178,,,Townley Girl,,https://m.media-amazon.com/images/I/51vP++sJLBL.jpg|https://m.media-amazon.com/images/I/51FQTicjWSL.jpg|https://m.media-amazon.com/images/I/516Ssia0mWL.jpg|https://m.media-amazon.com/images/I/51efMwCMXvL.jpg|https://m.media-amazon.com/images/I/51pK8mNI3KL.jpg|https://m.media-amazon.com/images/I/51uM4THFwAL.jpg|https://m.media-amazon.com/images/I/61ljm9qRqCL.jpg|https://m.media-amazon.com/images/I/51xcjxnKEuL.jpg|https://m.media-amazon.com/images/I/51ITKBDcXOL.jpg
B08XQYZWCS,"NeoCell Overnighter Collagen, 9.3oz",4.4,57,,,NeoCell,,https://m.media-amazon.com/images/I/41ZHCqXNOSL.jpg|https://m.media-amazon.com/images/I/51uz8ttSKpL.jpg|https://m.media-amazon.com/images/I/51vczHzWFsL.jpg|https://m.media-amazon.com/images/I/51PDSYBUoLL.jpg
B08LPGZMQK,"Spanature Aloe Vera Hand & Body Lotion Travel Size Selection, 4 Pack, Relaxing and Revitalizing Moisturizer for Rough and Dry Skin, Nourishing and Gentle for All Skin Types, Made In Korea - 75 ml/2.53oz",3.9,31,,,Spanature,,https://m.media-amazon.com/images/I/417RLCZu-GL.jpg|https://m.media-amazon.com/images/I/31TtbrigCgL.jpg|https://m.media-amazon.com/images/I/31SY4FxAB-L.jpg|https://m.media-amazon.com/images/I/51IfY9OVvrL.jpg|https://m.media-amazon.com/images/I/416jFJgepuL.jpg
B091GG4N2X,"4D Silk Fiber Lash Mascara, 2pcs Waterproof Mascara & Fiber Set, Longer Thicker Voluminous Eyelashes, No Clumping, No Smudging Lasting All Day",4.3,12,,,Arlega+,,https://m.media-amazon.com/images/I/51SV4z10m0S.jpg|https://m.media-amazon.com/images/I/41AsgVjH+fS.jpg|https://m.media-amazon.com/images/I/51GNReAAiES.jpg|https://m.media-amazon.com/images/I/51sWbrL-YxL.jpg|https://m.media-amazon.com/images/I/51-vPc+YHfS.jpg|https://m.media-amazon.com/images/I/51fk6NV6jRS.jpg|https://m.media-amazon.com/images/I/51RG4dAHXgS.jpg|https://m.media-amazon.com/images/I/51sU3BqgrcS.jpg|https://m.media-amazon.com/images/I/51FfZVWSAMS.jpg
B0949MJRHK,"AAVRANI Travel Discovery Skin Care Set with Exfoliating Cleanser & Facial Mask, Toning Serum, Softening Day & Night Moisturizer & Eye Cream Treatment, Facial Kit for Glowing Skin & Healthy Complexion",4.5,65,,,AAVRANI,,https://m.media-amazon.com/images/I/51HLOuFO0QL.jpg|https://m.media-amazon.com/images/I/41D2+Gz9u4L.jpg|https://m.media-amazon.com/images/I/31P8gtPVmML.jpg|https://m.media-amazon.com/images/I/51RobRrYk-L.jpg|https://m.media-amazon.com/images/I/51C4Y9ba4aL.jpg|https://m.media-amazon.com/images/I/51EXj4RHPLL.jpg|https://m.media-amazon.com/images/I/31VhqcOqDiL.jpg
B08VDCWKHV,"Hard Wax Beads,WAXNOW 2lb Wax Beans for Hair Removal, All-Purpose Use for Full Body, Golden Glitter Added, Hard Wax for Legs, Brazilian Bikini, Underarm, Face, Larger Refill for Wax Warmer Kit",4.3,192,,,WAXNOW,,https://m.media-amazon.com/images/I/51-s5ejbN3L.jpg|https://m.media-amazon.com/images/I/516Ajh1KmuL.jpg|https://m.media-amazon.com/images/I/41YpJMtP9FL.jpg|https://m.media-amazon.com/images/I/51fZ2jwCcnL.jpg|https://m.media-amazon.com/images/I/51kI2leLuqL.jpg|https://m.media-amazon.com/images/I/51ignf-50vL.jpg
B08SQZ1B3W,"Murad Hydration Intense Recovery Cream - Deeply Moisturizes Severely Dry and Stressed Skin - For Face and Eyes, 1.7 Fl Oz",3.9,136,,,,86.0,https://m.media-amazon.com/images/I/31GfYv5bILL.jpg|https://m.media-amazon.com/images/I/411JQRd1snL.jpg|https://m.media-amazon.com/images/I/31dphHmDKaL.jpg|https://m.media-amazon.com/images/I/31D1+-0dyrL.jpg|https://m.media-amazon.com/images/I/51r8cZsPNnL.jpg|https://m.media-amazon.com/images/I/41wvpehIDVL.jpg
B08CC6YRLJ,"Yolife Acrylic Nail Brush with100% Pure Kolinsky Sable, Nail Art Brush With Brilliant crystal Handle, for Manicure Pedicure (6#, Silver)",4.3,27,,,YOLIFE,,https://m.media-amazon.com/images/I/417KR8hJ7tL.jpg|https://m.media-amazon.com/images/I/41Mdi5rdoPL.jpg|https://m.media-amazon.com/images/I/41BsiIOznWL.jpg|https://m.media-amazon.com/images/I/41QC2zjayPL.jpg|https://m.media-amazon.com/images/I/41UjQp8mI2L.jpg|https://m.media-amazon.com/images/I/51Ev3VFWfeL.jpg|https://m.media-amazon.com/images/I/513pzjOKKSL.jpg
B08KHRF9NY,Calendula Soap With Coconut Oil Soap - Natural Body Soap | Best Body Bar For Dry & Sensitive Skin | Use As A Bath Soap & Face Pure Extracts (2.64 Ounce),3.8,77,,,Pure Extracts,,https://m.media-amazon.com/images/I/41tz+A5n5kL.jpg|https://m.media-amazon.com/images/I/21lU2AbWWjL.jpg|https://m.media-amazon.com/images/I/51DWGPY5SLL.jpg|https://m.media-amazon.com/images/I/41jtNnCxtnL.jpg|https://m.media-amazon.com/images/I/41h3iDyD0fL.jpg|https://m.media-amazon.com/images/I/41s9xLa+1yL.jpg|https://m.media-amazon.com/images/I/31hCQCJuLYL.jpg|https://m.media-amazon.com/images/I/51tQti2E78L.jpg
B09671G4KH,"TIANG Facial Steamer, Nano Ionic Mist Face Steamer, Hydrating Mist Sprayer Water Oxygen Injection, Nano Steamer Portable Mist Humidifier, for Face Mini Spa Rejuvenation, Moisturizing Refreshing",4.4,14,,,TIANG,,https://m.media-amazon.com/images/I/31aFVwLzluS.jpg|https://m.media-amazon.com/images/I/516jdGYFqvL.jpg|https://m.media-amazon.com/images/I/41m8vGEHBnL.jpg|https://m.media-amazon.com/images/I/51PUFfZUmpL.jpg|https://m.media-amazon.com/images/I/41OqpgIgX0S.jpg|https://m.media-amazon.com/images/I/510jpeDquVS.jpg|https://m.media-amazon.com/images/I/31xBtyBfj-S.jpg|https://m.media-amazon.com/images/I/419Fkzs3x+S.jpg
B07M9D3WYW,"Study Buddy Clay Mask with Detoxifying Bentonite, 3 fl. oz., Exfoliates, Brightens and Clears Pores, Clay Draws Out Impurities and Improves Skin's Texture and Tone by Higher Education Skincare",4.1,36,,,Higher Education,,https://m.media-amazon.com/images/I/310RjkaNQ0L.jpg|https://m.media-amazon.com/images/I/31JJM2WTotL.jpg|https://m.media-amazon.com/images/I/31f1S-FIMsL.jpg|https://m.media-amazon.com/images/I/31X8gyWJkcL.jpg|https://m.media-amazon.com/images/I/51MLm0afQTL.jpg|https://m.media-amazon.com/images/I/31Q2mdw3KRL.jpg|https://m.media-amazon.com/images/I/51zdNxpo7xL.jpg|https://m.media-amazon.com/images/I/31xfEEdTcYL.jpg|https://m.media-amazon.com/images/I/21vhWDOD8yL.jpg
B08G5YVHQP,"Panama Jack Sunscreen Lip Balm - SPF 45, Tropical & Mango 6 Pack Plus, Broad Spectrum UVA-UVB Sunscreen Protection, Prevents & Soothes Dry, Chapped Lips",4.9,66,,,Panama Jack,,https://m.media-amazon.com/images/I/51wV9FMjsZS.jpg|https://m.media-amazon.com/images/I/51BJqAczNnL.jpg|https://m.media-amazon.com/images/I/416IYQJ18KL.jpg|https://m.media-amazon.com/images/I/41cwZd+T+4L.jpg|https://m.media-amazon.com/images/I/41KWvFunNNL.jpg|https://m.media-amazon.com/images/I/51+6jinPIjL.jpg|https://m.media-amazon.com/images/I/61Q3xvLxqaL.jpg|https://m.media-amazon.com/images/I/41gaugJJkGS.jpg|https://m.media-amazon.com/images/I/41ChI94CM8S.jpg
B08LG68MGH,"Beauhair Lace Front Wigs Human Hair Pre Plucked Brazilian Deep Wave 13x4 Lace Frontal Wig with Baby Hair 9A Natural Hair Wigs for Black Women(16, Deep Wigs)",3.0,29,,,Beauhair,,https://m.media-amazon.com/images/I/51et7ldNJfL.jpg|https://m.media-amazon.com/images/I/51GGp0v03RL.jpg|https://m.media-amazon.com/images/I/51et7ldNJfL.jpg|https://m.media-amazon.com/images/I/51gy4Q-GXpL.jpg|https://m.media-amazon.com/images/I/51FkyVgbLLL.jpg|https://m.media-amazon.com/images/I/6161W0PdsyL.jpg|https://m.media-amazon.com/images/I/51KhGFzd6DL.jpg
B08MT8L5ZL,"UV LED Nail Lamp Mercase,72W Gel uv light for Fingernail & Toenail Gel Based Polishes – Portable Nail Curing Light with 36pcs LEDs, 4 Timer Settings & Smart Sensor (White)",4.2,64,,,Mercase,,https://m.media-amazon.com/images/I/315aSg-lBuL.jpg|https://m.media-amazon.com/images/I/51cmXGtMTpL.jpg|https://m.media-amazon.com/images/I/516xsFBe2HL.jpg|https://m.media-amazon.com/images/I/41R4XDn4N3L.jpg|https://m.media-amazon.com/images/I/412Pe1frNaL.jpg|https://m.media-amazon.com/images/I/51dWzZpvbDL.jpg|https://m.media-amazon.com/images/I/414kau10urL.jpg|https://m.media-amazon.com/images/I/51wrxz9gv4L.jpg
